group,user_id
4,5d8a2b0f887a21001543980f
1,607ca741fd54ce0bd3846328
2,592a232ed13ea60001553e51
5,62c43b4e60eba7f584e3f69a
5,62c7c1ce37eb8eeebddc0c77
3,5f1e33e58d05fc3a189c6ab4
1,5c8c0e1367dd930001663265
4,630385b5137ceb691eed0cd1
3,61664d58d18ca2325a81008e
5,5e00fbbf5777b5cea2d27c6a
4,5e68d82dd39ce517eaccd0c2
2,5e87376eb4921a37c33affb4
3,6303814cf442fb34eaa1d118
5,62ea9ad3007004e12c661a93
2,62a1e3c69c9c4edc50942505
1,5d0245966e208b0017301561
2,60a746a3455cbbaefa083a14
4,6313d5b3ec1a579046ac06b3
5,5baa5c962eb8020001f1ed3a
3,62df20992f2c53a0ce496888
3,6010571dc1152033ac3bc4ca
4,5c30393f70d93a000122d338
1,63127690860023ab6b50a0b2
2,62f47950bca34fce499fab45
4,611fe0f24abe3cc63f4fd424
5,615f8be644675a4bce43217e
1,62e97202c09c7186ec11f13d
2,5e3afe879d5f1e30b75b9ca6
5,614b11e399369a0d52b5fbf6
5,62ac725da024fe524eddb244
2,56d8df02d13f6b000e542eef
4,62db74da2f7429185dfab004
4,5ca1241ffd16b8000173e4ee
2,610ec31b33de16c5167f3062
2,62c41fe598ab94de4d4f021e
5,630fd31fcb1c6ab294581503
2,5ee8200262b1cc12348550e3
1,5e532c9e6f6e56000c34518c
4,62dc665a3bcd4f5ca37a9eb9
1,60fe01674d5b2c42683e9649
3,60b7ba1e60b515c11cbbb203
3,62cd76ec2dbe0d48f5900704
1,5f569e71ae1bf40eae8b5e28
2,5ee1be444c9d75206ce5aa92
4,5c39849b19ceb400010c62a1
2,60ff8160e8f2227f8b200510
1,613fa887602268be775e5b26
3,62d6f5ffa628ff9bb64f63fc
1,6151e69a392433707e7a9dfb
5,5ba6f4fb8e137f000161b9d7
2,62ec3d6c5a882ff93a4af5b3
2,62eecc131c4b40e5a9fdb8c0
5,61720637efa93f56c3c3b92b
4,60ff61f892600d5d9c7a9ce5
2,62f978c699a3cf008ae65650
1,5c8676deddda2d00012ad386
5,55ae64defdf99b3f864653e7
1,5ec75df0d799ae1c11a8115c
3,5ed9df4296035b58dce21946
5,611131e47725f6a04c723651
1,5f4efbf90b8cc113d26921a4
1,5d4a41890e604c00011ade8b
4,6154973c69da7c97996a19f6
5,60fcb7afde5ab78707e377d6
5,5e646abe244a7f1feb0f6321
3,62ec6694c12a233950f64486
2,62bf0db8993967458861c572
4,62b2c25fa2e87e7ed2da2b87
5,60fe437b48d82d3e7a00cbfb
4,611401411bf1ede5a4d85bdc
3,6305e17d9152bf59740386c0
5,62c5e88d434d3ad81799df4d
1,60ff0b140251e3fb7c763d70
2,612e41fb25de530ea83df0bc
4,615c6b6db80030c2df00f6b7
1,62b20575b356fba8715fae82
5,5f62bff03a4958215b85d8bf
4,62dc6fd89dd8473b3671357e
3,600b3c619b60d80b64f9de39
2,610cd5f2b38b2d1bffe55477
5,5ff003139cc6b3eb2fd102f2
4,60fc8b623d7779d9fb4b89b0
2,5d6ab68809f9270001dac666
1,5aaeb037811b2000016f7e9f
5,62daeec8e79af298b60dcb83
3,62c5cbb260c824612ae85ea3
1,60cc44df7ace0035ac0d133b
2,61514f5537097bf8052a71d0
5,6169dd0375423c8dd0af83e5
4,62fbb4847ffeee6c7650da00
1,630ae85d349d91251756e24f
4,5f58d7941af44708223b94da
3,6168b61ad8c0d63b37a92109
2,62eaa17ac5ea95eb7896fcdb
5,62e2f4973427f0ab91180361
1,5ac228c50527ba0001c1f6bb
3,6050835a7dbf1e0d8bef47d0
4,62e174454a461d00781acfe1
5,62e02606dd578dae3e6c1894
1,5f23cda9d12b451b7da3e09d
4,5c42c1ba4fe4f800016e1d19
1,6008057b6fbeef0d476b756b
5,6154b537a93b01369670a9f5
2,5e6685e1ffed4c405a4db5d0
3,62fbaaed0e8e4f98f8b8f507
2,5f16d0ac0ed942000a7dfeb0
4,5efd22056ec55516587f32a6
3,5b490bd59afec90001009679
4,62b33aa28046fcca091fad82
2,5ed9e3fa856ca9599fa8ea91
1,5e398a6ef906aa19bb160842
2,592d6dd8f1b3f00001963829
1,5961076cee166f00019591bf
3,6130c7f7d0112fa23b17079c
5,63110be479540d6ad41e0674
4,5b65b2773662a8000158c788
5,62fb81bc682c9fa7d1f82abb
2,5f450738ab827a05e739ef40
3,628f86a4d49833cf00ff2606
1,6093d8553093455cf37b9931
5,5c43cd414fe4f800016e4983
2,5b2509947f7816000145fa13
1,5a23eb5b1a1ad3000138fb75
5,5e071a46194d290cb0a48564
1,5fbfffc4e214a60ab1b745fd
3,5fde8fc3c0e40a651914c261
4,62986d8787d2cc20aaa0e857
3,60514236bdcfc4985e31b4bf
2,5b95259ac8cfeb0001445813
4,5e57d38b533eec1818078f0b
3,5c6193fedaa91500013f14f6
5,62ace174fdaa82e4ff8e5c3e
1,62780a7982e21cf2ca8f86f2
3,62fd1159aa240863d550accd
2,62e291e6b76e15b147084384
4,613c81cee7cb25192a07ddea
3,6141a53e0bebd3d9652af8d8
5,5f69a3c91c1e25193e3f9c7b
2,5e88a4f92d6f5c0008b31b3c
4,62da75cbf329fb716e5d5f09
1,5f5b8a0de610d92df74219d7
1,5b1d5fabbdf4e10001638a19
3,62a3b97d41ae082b602e815b
2,62e0c5830619e80541bbabb6
1,60fd1cafe3de7892fe9b3bd4
4,5a9bbda1f6dfdd0001ea9639
3,62e462cbd8f4226e10b998bd
5,62a33e168135829695cedb96
2,5a30078e1f4fab00014991ba
5,614da3518bac3291ab0ffeb9
3,5f818ae3780d3e22f3c0cc44
1,605e37fcb5748df58d26530b
4,60c291133aea143e502199dd
2,5ea954a1550e7902833cece8
4,62c6e98485fbef0be2797e9d
3,60ccf8132d00b57fbb70fa5c
5,5eb8ff91a1bdb386c80cd7ea
2,628781515f29a0394e23b15b
2,5f494da56aa639495fbc58d2
5,5e682f7b30914f0ed798df97
1,626972db4c15f7a530c6df4d
3,6140e84e88a8dd365dc87c6b
4,5b39fe0206f9f90001fb91c8
2,6060e38b464a11d22c9a8314
5,5fa18024e8db28293edae14e
1,5ef7c6094ffead5091899f98
1,5fdaa8a67fa7c7779611d165
2,5f25e860dd98342ce97e7403
4,62e292591527cb4bdb170236
5,61179c38b9a23111c762b63f
1,629e1bacc7ce1f3a725537bb
3,60a5948b01c579f729232914
1,62ac732b8821aff238c19748
4,62fb7a00e90a516a23cfa123
2,5c28cac3867f660001ae9c4a
5,5c86f9ced810a700169ddfe7
4,60de3eb3593de1e476d84bb6
2,5fecdbad0b1a449e3288b07b
3,5dcc836b6a24b5912d7c33f4
5,5c7c38999f29bd0001349ca9
5,5d054940e541d30017719b0a
1,5f16bc9496b2453bc7739c0b
4,6155fb3f12acf4915d0d4b6b
2,60564ca312d22388ab7cb63c
3,616c9332fbd4c31a4973114c
1,5fea61ef8929f0a87b6daef9
5,60f816ff1fa74fcfab532378
3,605fad86115c436a88a3ac7e
2,5f0ef10b2be69f000842b5e8
1,611293823a5334e27ddaa09f
5,5c1ab5f17adf6d0001093f8e
2,5f16fde210d37701904c9dc2
4,5bb5d4c9ac45e6000130a58f
3,5e3b3479d0a20f34da37e342
1,6303f6cc127aca22c59ef0a8
5,608c75be6bf5ca1f23ab35ad
3,62e18e19076f2303d7e59e7e
2,60fd56221905a639b3a6ab51
4,5b9b412a07c6960001614bf6
1,5cacc30ef7db0100175998e7
5,60d632983c4f6793c02b1333
4,62a728828075b57c01e8c1e5
3,5ed7a0239e6b4a23ec6eb236
2,62bf574c37ff047748ec
1,610826a7604223dea33406f1
4,5d453e8723a5bb0001492546
5,5f562003f5bba9a1be490d86
1,5d34862748bf98000146b64f
3,62b5e1d73e3c296905ba2738
3,62e35339be130be2385bab14
5,60fd63c1999c3652e02228d0
4,5c5177a1f5ef110001ecfdee
1,62c83041b362f6fad2f05822
2,607713f930627fc4d4e42906
4,62d5844a8fcb262f38f5b64c
3,6288070b5d293edae42b2b05
5,62cf2192b9212fc96a5b3917
5,5f4d968cacc80fa73143cdf3
1,55d22025cc2b18000c0b9d9c
4,5994b4b88737070001762c8f
2,6310a2a46d59c5761ad858ce
